X,Y,numero_pessoas
336333,7395969,6
336333,7395969,1
335147,7396541,2
335147,7396541,1
335472,7395992,3
335472,7395992,1
335405,7395284,3
332990,7393848,1
332990,7393848,1
334700,7396008,1
334700,7396008,1
335615,7396317,1
335615,7396317,1
335477,7395353,2
339437,7396439,1
339437,7396439,1
335886,7395606,7
329381,7393964,8
329381,7393964,1
335507,7395312,1
335507,7395312,1
337615,7393337,1
337615,7393337,1
335947,7395577,2
335950,7395619,1
335404,7395285,1
335404,7395285,1
335391,7395304,1
335516,7395070,4
335516,7395070,1
333674,7394803,1
333674,7394803,1
336347,7395271,2
336347,7395271,1
336057,7395312,1
330399,7373794,1
330399,7373794,1
332553,7394916,1
327682,7385835,1
335698,7395533,2
335698,7395533,1
334628,7401163,1
334628,7401163,1
335928,7395474,1
335928,7395474,1
335158,7394914,1
335158,7394914,1
335112,7395353,1
335018,7395440,1
335018,7395440,1
335810,7395427,4
335810,7395427,1
335789,7395417,2
336490,7395848,2
336490,7395848,1
335684,7395677,1
335684,7395677,1
335324,7395574,1
345868,7392880,1
345868,7392880,1
335581,7395338,2
334887,7395633,3
334887,7395633,1
335719,7395412,3
335326,7395395,1
335326,7395395,1
336083,7395548,1
335814,7395855,1
335987,7395890,2
335987,7395890,1
335729,7395249,4
323471,7398884,1
323471,7398884,1
335544,7396356,1
335572,7395306,2
335572,7395306,1
335564,7395044,14
345379,7381963,2
344066,7396852,10
344066,7396852,1
337135,7394263,4
337135,7394263,1
329935,7397192,19
329935,7397192,1
335838,7395188,9
333644,7394727,1
333644,7394727,1
330965,7393378,13
330965,7393378,1
336108,7395282,19
336108,7395282,1
335021,7396250,2
335021,7396250,1
337434,7393646,1
337434,7393646,1
335592,7395194,5
335592,7395193,3
335592,7395193,1
337318,7395706,2
337318,7395706,1
332222,7395843,2
332222,7395843,1
333173,7394334,1
333173,7394334,1
334611,7395132,1
334611,7395132,1
343154,7395826,1
343154,7395826,1
342711,7396389,1
342711,7396389,1
334661,7399033,1
334661,7399033,1
336546,7394334,1
336546,7394334,1
334635,7394275,1
334635,7394275,1
334702,7396468,1
334702,7396468,1
335424,7395429,2
334918,7395586,2
334918,7395586,1
335314,7395383,3
335314,7395383,1
332810,7395374,3
332810,7395374,1
325336,7392372,4
325935,7404843,3
325935,7404843,1
336088,7395541,2
336088,7395541,1
335319,7395581,1
330927,7396877,1
330927,7396877,1
335512,7395068,3
334840,7395360,1
334840,7395360,1
335390,7395366,1
335390,7395366,1
333560,7396343,1
333560,7396343,1
335213,7395164,2
334996,7395444,3
334996,7395444,1
336011,7395357,4
334970,7395521,2
334970,7395521,1
335582,7395443,1
335582,7395443,1
335329,7395357,1
334867,7395595,1
334867,7395595,1
350235,7396033,1
350235,7396033,1
335520,7395329,1
335520,7395329,1
335776,7395227,1
335776,7395227,1
336062,7395352,1
336062,7395352,1
334761,7395954,1
334761,7395954,1
333381,7395360,6
333381,7395360,1
335733,7395245,3
335412,7395456,1
335412,7395456,1
331957,7392518,2
331957,7392518,1
331036,7372104,1
331036,7372104,1
335578,7395311,4
335217,7395660,1
335217,7395660,1
335976,7395254,6
335976,7395254,1
335563,7395300,3
335163,7395738,1
335271,7395778,2
335271,7395778,1
335159,7395745,1
335159,7395745,1
336387,7394722,1
336387,7394722,1
334223,7394975,1
334223,7394975,1
332647,7392692,1
332647,7392692,1
331318,7393020,8
331318,7393020,1
331345,7394236,17
331345,7394236,1
81946,7527333,1
333395,7395481,1
333395,7395481,1
340027,7394492,1
340027,7394492,1
319289,7391010,1
319289,7391010,1
332506,7395413,5
332506,7395413,1
328524,7394075,1
328524,7394075,1
338513,7392726,2
338513,7392726,1
327800,7389522,2
327800,7389522,1
332751,7391404,20
332751,7391404,1
331453,7392901,1
331453,7392901,1
331018,7393280,1
331018,7393280,1
336719,7396210,1
336719,7396210,1
336265,7394771,4
336265,7394771,1
335061,7399275,1
335061,7399275,1
333143,7393819,2
333143,7393819,1
338332,7396061,1
338332,7396061,1
334340,7394998,3
334340,7394998,1
369355,7406987,2
362319,7402077,37
362319,7402077,1
334954,7394996,3
334954,7394996,1
338687,7401825,1
338687,7401825,1
335271,7394474,3
335307,7394476,1
335307,7394476,1
333111,7394591,2
333111,7394591,1
334482,7394884,3
334482,7394884,1
333283,7395149,2
333283,7395149,1
351545,7411035,1
351545,7411035,1
334248,7394634,3
333611,7394745,1
333611,7394745,1
334134,7395002,3
334134,7395002,1
334391,7394269,2
334391,7394269,1
333372,7395353,1
333372,7395353,1
335314,7394228,1
335314,7394228,1
336503,7394226,6
336503,7394226,1
337153,7394128,1
337153,7394128,1
334772,7394606,4
334716,7394563,3
334716,7394563,1
330833,7393506,1
330833,7393506,1
333279,7394753,2
333279,7394753,1
339694,7395111,8
339694,7395111,1
334858,7394763,4
334858,7394763,1
331701,7395315,2
331701,7395315,1
335333,7394224,2
335333,7394224,1
332724,7383792,2
332724,7383792,1
310624,7398788,1
310624,7398788,1
310556,7398106,20
310556,7398106,1
334794,7394790,8
334794,7394790,1
349534,7408057,1
334656,7394700,9
334656,7394700,1
333239,7394543,7
333239,7394543,1
334317,7394845,8
334029,7396436,2
334029,7396436,1
341253,7442670,16
334522,7395114,6
334522,7395114,1
333036,7394038,2
333036,7394038,1
344067,7403927,1
344067,7403927,1
339399,7396381,1
337317,7395711,1
337317,7395711,1
337382,7393364,2
337382,7393364,1
335507,7395748,2
337283,7394259,1
337283,7394259,1
337372,7391299,8
337372,7391299,1
346884,7402323,25
332870,7391955,1
332870,7391955,1
335186,7394274,3
335186,7394274,1
334498,7394860,1
334283,7394577,1
333029,7394042,6
333017,7394882,2
333017,7394882,1
334986,7394405,1
335081,7395601,2
335081,7395601,1
333428,7395305,1
333051,7394929,2
333051,7394929,1
334945,7394804,3
337303,7394916,7
337303,7394916,1
335183,7395332,1
335183,7395332,1
334727,7394856,3
334025,7396437,1
334025,7396437,1
334986,7394570,2
335817,7394545,1
335817,7394545,1
330873,7394823,1
330873,7394823,1
334901,7398252,1
334901,7398252,1
334317,7395293,1
334317,7395293,1
334592,7394944,3
334592,7394944,1
339143,7395820,111
339143,7395820,1
334674,7394688,3
322539,7396972,1
322539,7396972,1
334972,7394642,9
334972,7394642,1
334937,7394630,1
334937,7394630,1
334681,7395209,2
334701,7395221,1
334701,7395221,1
334746,7395250,1
334746,7395250,1
334567,7395065,4
334996,7394658,4
334996,7394658,1
335262,7394421,4
335262,7394421,1
334427,7394472,4
332980,7394609,1
334652,7395042,1
334652,7395042,1
337693,7393533,9
337693,7393533,1
334495,7394402,1
334495,7394402,1
333078,7394086,24
335989,7394141,1
335989,7394141,1
334751,7394264,4
334956,7393651,1
334956,7393651,1
334698,7394382,1
334698,7394382,1
334475,7394506,2
336590,7402863,5
336590,7402863,1
331356,7394973,56
333078,7394982,2
333078,7394982,1
334830,7395156,3
333215,7394013,1
333215,7394013,1
333412,7394242,4
333412,7394242,1
330717,7397831,8
330717,7397831,1
334427,7394470,4
334427,7394470,1
336628,7394248,3
336628,7394248,1
334320,7394595,2
334320,7394595,1
343679,7393258,1
343679,7393258,1
342352,7392975,1
342352,7392975,1
333475,7394368,1
333475,7394368,1
334948,7394797,3
333212,7394596,1
333212,7394596,1
324234,7393132,1
327916,7389473,2
327916,7389473,1
334469,7394654,3
334469,7394654,1
334373,7394595,5
331966,7396349,1
331966,7396349,1
333100,7395849,1
332888,7395432,4
338936,7395815,1
338936,7395815,1
344133,7384191,33
326728,7386470,88
326728,7386470,1
335767,7390167,2
334787,7396556,2
334787,7396556,1
334784,7396582,2
334784,7396582,1
334780,7396538,1
333612,7394783,1
333612,7394783,1
342748,7397392,2
332980,7393827,1
332980,7393827,1
334426,7394725,7
334426,7394725,1
332419,7394862,4
330962,7393378,23
330962,7393378,1
334719,7394937,9
330635,7385994,122
338202,7391863,1
338202,7391863,1
337418,7395778,1
337418,7395778,1
333568,7395884,1
333568,7395884,1
333429,7395983,2
333429,7395983,1
335653,7401889,11
335653,7401889,1
330670,7398592,1
330670,7398592,1
335571,7396535,2
335571,7396535,1
332879,7397238,1
332879,7397238,1
331641,7389768,1
331641,7389768,1
339449,7394940,1
339449,7394940,1
338206,7394918,5
338206,7394918,1
335730,7395258,1
335730,7395258,1
334101,7395583,9
333359,7395699,2
333359,7395699,1
334790,7395387,18
334632,7395354,1
334641,7395673,9
332029,7385974,1
332029,7385974,1
331007,7396661,3
331007,7396661,1
334135,7395496,2
341171,7396097,1
341171,7396097,1
334091,7396236,1
334091,7396236,1
334298,7395010,1
334298,7395010,1
333947,7395600,8
333973,7395545,4
333973,7395545,1
333085,7394830,1
333231,7395265,1
333231,7395265,1
334556,7395689,28
334825,7395711,2
334825,7395711,1
335499,7392026,1
335499,7392026,1
334205,7395474,7
333628,7395569,1
333628,7395569,1
334491,7396589,1
334491,7396589,1
334280,7396617,2
334280,7396617,1
334133,7395440,3
334133,7395440,1
334647,7395633,5
334895,7395618,1
334895,7395618,1
334445,7395355,4
334504,7395415,1
334504,7395415,1
333334,7395833,2
333334,7395833,1
333591,7394789,1
333591,7394789,1
332934,7395571,1
332934,7395571,1
334135,7395430,3
334136,7395443,2
334136,7395443,1
334480,7394895,1
334480,7394895,1
334446,7394961,1
334446,7394961,1
334118,7395535,1
334118,7395535,1
332554,7395535,4
332554,7395535,1
333943,7395693,7
333943,7395693,1
333411,7395298,1
333411,7395298,1
334096,7395443,2
333959,7395500,1
333959,7395500,1
334045,7394842,2
334045,7394842,1
331607,7392810,1
331607,7392810,1
334202,7395593,1
333947,7395749,1
333947,7395749,1
334130,7395265,13
334130,7395265,1
328205,7390017,1
328205,7390017,1
339983,7396724,4
339983,7396724,1
339737,7396698,1
339737,7396698,1
334094,7395546,1
335391,7383005,1
335391,7383005,1
334108,7395027,3
334306,7395191,2
334306,7395191,1
334659,7395385,2
334965,7395496,1
334965,7395496,1
333966,7395714,1
333966,7395714,1
334255,7395022,1
335690,7395826,1
335690,7395826,1
334279,7395597,2
334279,7395597,1
334316,7395149,2
334087,7394938,5
334087,7394938,1
337440,7395716,4
337440,7395716,1
326270,7397892,1
326270,7397892,1
334569,7395504,7
334569,7395504,1
334665,7395648,3
334665,7395648,1
333159,7395997,3
333159,7395997,1
345249,7396798,1
345249,7396798,1
335341,7388260,1
335341,7388260,1
332585,7395511,2
332585,7395511,1
334654,7395588,17
334654,7395588,1
334640,7395583,1
334211,7395158,1
334211,7395158,1
333917,7395552,1
333917,7395552,1
334283,7395668,4
334283,7395668,1
335291,7395453,1
335291,7395453,1
334573,7395250,1
334573,7395250,1
337366,7395582,1
337366,7395582,1
337814,7395067,1
337814,7395067,1
334223,7395567,1
334223,7395567,1
334115,7395367,1
337155,7394018,1
337155,7394018,1
337152,7394020,1
337152,7394020,1
334757,7395379,5
334770,7395830,1
334770,7395830,1
334319,7395285,1
334319,7395285,1
334307,7395372,3
334307,7395372,1
318989,7394476,1
318989,7394476,1
319013,7394464,1
319013,7394464,1
332971,7393257,1
332971,7393257,1
334738,7395382,1
334738,7395382,1
334525,7395347,4
334525,7395347,1
335414,7395213,1
335414,7395213,1
336942,7394548,51
334060,7397242,1
334060,7397242,1
333964,7396988,1
333964,7396988,1
334488,7396005,1
334488,7396005,1
334620,7395836,1
334620,7395836,1
336690,7394063,1
336690,7394063,1
333884,7395144,1
333884,7395144,1
334100,7395622,5
333529,7394927,2
333529,7394927,1
334522,7395692,1
334221,7395494,7
334221,7395494,1
334384,7395429,2
334384,7395429,1
334769,7395698,1
334769,7395698,1
332722,7395613,1
332722,7395613,1
333987,7395397,2
333926,7395544,1
333926,7395544,1
334133,7395613,4
334088,7395598,1
334088,7395598,1
335635,7395942,1
335635,7395942,1
333969,7395624,1
333969,7395624,1
335436,7396104,1
335436,7396104,1
333629,7396382,1
333539,7396328,1
333539,7396328,1
334108,7395446,6
334108,7395446,1
326285,7397919,34
326285,7397919,1
334616,7396136,1
334616,7396136,1
336803,7394324,1
336803,7394324,1
334032,7394868,1
334032,7394868,1
335894,7381732,1
335894,7381732,1
328804,7399741,2
328804,7399741,1
334842,7396280,1
334842,7396280,1
334555,7395694,1
334555,7395694,1
335064,7395486,1
335064,7395486,1
335027,7395426,1
335027,7395426,1
334151,7395448,2
334147,7395463,2
334147,7395463,1
334963,7395500,2
334963,7395500,1
332937,7392624,1
332937,7392624,1
332332,7397190,1
332332,7397190,1
334125,7395631,3
334337,7395289,1
334337,7395289,1
334844,7394789,3
334844,7394789,1
331149,7393687,4
331149,7393687,1
334316,7395302,1
334316,7395302,1
334952,7394767,2
334952,7394767,1
334694,7395009,1
334694,7395009,1
334598,7395346,1
334598,7395346,1
334605,7395609,1
333200,7395354,2
333200,7395354,1
334024,7395574,2
334028,7395578,1
334028,7395578,1
333260,7395330,2
333260,7395330,1
317675,7390643,6
317675,7390643,1
334159,7395531,3
334159,7395531,1
333964,7389683,11
333964,7389683,1
333569,7395737,1
333569,7395737,1
333956,7395750,1
333956,7395750,1
333958,7395713,4
333958,7395713,1
334226,7395815,6
334744,7395846,1
334744,7395846,1
336039,7400623,1
336039,7400623,1
332409,7397582,1
332409,7397582,1
334195,7397885,2
334195,7397885,1
334157,7395426,1
334157,7395426,1
334037,7400309,4
334037,7400309,1
334385,7396681,1
334385,7396681,1
333054,7397044,2
333054,7397044,1
334598,7395246,6
334598,7395246,1
341168,7394271,1
341168,7394271,1
341208,7394112,1
341208,7394112,1
334490,7395404,1
334490,7395404,1
334727,7395343,3
334727,7395343,1
332860,7395171,4
332860,7395171,1
332865,7395420,1
332865,7395420,1
334579,7395359,3
334579,7395359,1
327771,7391629,10
327771,7391629,1
334133,7395634,4
334133,7395634,1
334161,7395387,2
334161,7395387,1
333931,7395840,1
333931,7395840,1
334114,7395772,5
334114,7395772,1
329981,7387937,51
329981,7387937,1
334431,7395997,3
334431,7395997,1
334158,7395622,5
334158,7395622,1
330775,7397892,11
330775,7397892,1
331355,7397596,1
333459,7393462,1
333459,7393462,1
334637,7394675,1
334637,7394675,1
334041,7395580,2
333409,7395979,1
333369,7395327,1
333369,7395327,1
333931,7395537,1
334112,7395555,3
333964,7396428,1
333964,7396428,1
333434,7395881,1
333434,7395881,1
334666,7396074,1
334666,7396074,1
334468,7395296,1
334468,7395296,1
334402,7395432,1
334402,7395432,1
333960,7395648,2
333960,7395648,1
334244,7395822,3
334244,7395822,1
333695,7395734,1
333695,7395734,1
335111,7397043,2
335111,7397043,1
330717,7394317,4
329908,7369972,1
329908,7369972,1
326347,7392752,74
334552,7395316,4
331812,7389490,1
331812,7389490,1
336112,7393006,2
336112,7393006,1
334552,7395664,2
334572,7395644,1
334572,7395644,1
334605,7395233,1
332843,7395398,3
332843,7395398,1
331802,7394557,1
334216,7394972,2
334216,7394972,1
334504,7394280,3
334504,7394280,1
335159,7396027,2
335159,7396027,1
334211,7395576,1
334211,7395576,1
330735,7373297,8
330735,7373297,1
327039,7373937,117
333448,7396583,2
333448,7396583,1
334408,7395102,2
334405,7395093,2
342202,7398913,1
342202,7398913,1
333636,7398711,1
333636,7398711,1
334224,7395496,2
334224,7395496,1
334344,7395690,5
334344,7395690,1
334273,7395768,1
334273,7395768,1
334215,7395158,2
334215,7395158,1
335054,7395388,1
335054,7395388,1
334702,7394554,1
334702,7394554,1
334389,7394269,1
334389,7394269,1
333445,7396938,1
333445,7396938,1
577154,7662738,1
333146,7395262,3
333146,7395262,1
333252,7394867,2
333252,7394867,1
332405,7389336,3
332405,7389336,1
330752,7394612,10
330752,7394612,1
332731,7394442,8
332731,7394442,1
330410,7399350,1
333046,7395471,7
333046,7395471,1
335981,7397401,1
335882,7395875,1
335882,7395875,1
334325,7395118,3
334325,7395118,1
334314,7395153,1
334309,7395177,1
334309,7395177,1
335837,7393001,3
327082,7389782,1
327082,7389782,1
326694,7390171,1
326694,7390171,1
336057,7394848,2
336057,7394848,1
334254,7393498,1
334351,7394102,4
334351,7394102,1
335249,7394051,1
334764,7393589,1
334785,7393433,1
334785,7393433,1
334936,7393985,3
334936,7393985,1
332098,7396337,9
334668,7394143,4
334668,7394143,1
331172,7394001,2
331172,7394001,1
336957,7394316,3
336957,7394316,1
334807,7393111,1
334807,7393111,1
334407,7393672,3
334407,7393672,1
326783,7391930,1
335900,7392813,4
338716,7390921,33
338716,7390921,1
336142,7392216,1
336142,7392216,1
334956,7393375,6
333386,7392141,1
333386,7392141,1
334645,7393467,4
334645,7393467,1
334643,7393442,3
334643,7393442,1
334350,7393545,1
334350,7393545,1
333252,7394722,10
333252,7394722,1
334482,7393622,2
333433,7393646,1
336362,7385677,1
336362,7385677,1
339074,7395674,48
339074,7395674,1
334499,7393479,3
340263,7395970,36
340263,7395970,1
337900,7392144,2
337900,7392144,1
334969,7394147,2
334969,7394147,1
338036,7392427,2
338036,7392427,1
334309,7393941,1
261163,7483705,4
334799,7393220,2
334799,7393220,1
332269,7395442,2
332269,7395442,1
334539,7393555,6
336672,7389730,2
336672,7389730,1
332633,7391981,3
332633,7391981,1
336307,7391012,6
336307,7391012,1
332687,7392263,1
332687,7392263,1
334536,7392827,1
334536,7392827,1
335091,7393097,4
334588,7393235,1
334588,7393235,1
334520,7393314,1
334520,7393314,1
335427,7393055,10
335427,7393055,1
335116,7393103,2
335116,7393103,1
332998,7395289,2
327178,7392683,24
327178,7392683,1
334707,7393072,1
333786,7392164,5
337096,7391097,9
337096,7391097,1
334420,7393749,3
334421,7393027,1
334421,7393027,1
333688,7395719,1
334602,7393214,1
334602,7393214,1
334637,7393767,5
334637,7393767,1
334620,7394082,3
334620,7394082,1
335478,7393953,4
335728,7398778,19
335728,7398778,1
335502,7393950,1
338632,7393387,4
338632,7393387,1
334819,7393119,3
327892,7393149,8
327892,7393149,1
334713,7393170,1
334713,7393170,1
335369,7394080,1
335592,7392836,5
335526,7392834,1
335526,7392834,1
335457,7394015,1
335457,7394015,1
332256,7395217,3
332256,7395217,1
334447,7393353,5
333363,7393379,1
335618,7390407,5
335618,7390407,1
333338,7392814,2
333338,7392814,1
332792,7392442,4
323173,7395250,13
323173,7395250,1
334728,7393011,1
334728,7393011,1
335443,7393209,3
335443,7393209,1
331562,7385053,1
327254,7392618,16
327254,7392618,1
334626,7393733,9
334626,7393733,1
334379,7391996,7
334379,7391996,1
334577,7391399,5
334577,7391399,1
332562,7397278,2
332562,7397278,1
332036,7392857,3
334342,7393408,11
334342,7393408,1
334433,7393017,3
334433,7393017,1
334696,7393333,2
328569,7389176,1
334066,7391142,2
334066,7391142,1
334688,7393191,1
334688,7393191,1
329189,7386857,1
329189,7386857,1
323769,7390337,4
323769,7390337,1
335172,7393230,4
335172,7393230,1
332789,7391154,8
332789,7391154,1
334341,7391943,23
334341,7391943,1
335584,7392922,1
335584,7392922,1
327361,7385418,2
327361,7385418,1
335534,7392777,3
335534,7392777,1
336689,7396313,5
336689,7396313,1
334554,7394104,5
334554,7394104,1
335970,7394972,3
335970,7394972,1
335170,7393226,2
334801,7393503,1
335293,7393660,3
334989,7393634,1
334989,7393634,1
334613,7393698,2
310305,7401406,8
310305,7401406,1
310320,7398006,12
340570,7387391,10
340570,7387391,1
334514,7394260,6
334514,7394260,1
335094,7395516,2
335094,7395516,1
326280,7386420,27
326280,7386420,1
327569,7390092,1
327569,7390092,1
330891,7393412,4
330891,7393412,1
331316,7394091,4
334299,7393718,3
336210,7394918,1
336210,7394918,1
337832,7392688,3
337832,7392688,1
334536,7394122,4
334536,7394122,1
339878,7395169,1
339878,7395169,1
336757,7393606,2
336757,7393606,1
335154,7393442,2
335154,7393442,1
343867,7396107,1
343867,7396107,1
334492,7393335,2
334441,7393353,1
334441,7393353,1
356747,7396204,2
349868,7395681,366
349868,7395681,1
334379,7393648,6
333013,7388917,1
332668,7390879,2
332668,7390879,1
332118,7391480,3
332118,7391480,1
327727,7389819,1
327727,7389819,1
336225,7392219,1
336225,7392219,1
334488,7393427,4
334378,7393655,1
332235,7395214,1
333468,7391206,2
333468,7391206,1
334372,7391959,10
334372,7391959,1
334733,7392077,1
334950,7392250,1
334950,7392250,1
334614,7393003,1
334917,7392073,2
334917,7392073,1
334327,7391727,2
334327,7391727,1
334654,7392382,2
322652,7398711,2
322652,7398711,1
334522,7391698,3
334522,7391698,1
332676,7392548,27
332676,7392548,1
334475,7392072,2
334398,7392013,1
334398,7392013,1
331496,7394807,48
331496,7394807,1
334378,7393167,3
334928,7393074,3
334928,7393074,1
333388,7395351,3
333388,7395351,1
334260,7391720,3
334353,7391865,1
334353,7391865,1
333607,7392053,1
333607,7392053,1
334831,7392801,1
334831,7392801,1
334502,7393198,3
343687,7389985,1
329467,7397861,2
332099,7390588,2
332099,7390588,1
333752,7397339,1
332833,7395490,2
334983,7400848,1
334983,7400848,1
334853,7401009,33
334853,7401009,1
333734,7397441,1
333153,7396660,2
333153,7396660,1
334560,7392204,2
330404,7392875,1
330404,7392875,1
325235,7392921,1
325235,7392921,1
334432,7391708,5
327988,7403069,1
327988,7403069,1
334489,7392613,4
334489,7392613,1
334465,7392460,1
334465,7392460,1
333743,7390485,1
334436,7392326,1
334436,7392326,1
332990,7389207,27
332990,7389207,1
334735,7390318,17
334735,7390318,1
331566,7394831,5
331566,7394831,1
334916,7392204,1
334916,7392204,1
334492,7392984,2
334492,7392984,1
334462,7392040,4
334698,7391513,1
334698,7391513,1
328214,7389415,2
328214,7389415,1
335371,7391094,1
334297,7393280,5
334297,7393280,1
310242,7399432,1
310242,7399432,1
334689,7392346,2
334689,7392346,1
327093,7392930,1
327093,7392930,1
334935,7391717,1
334935,7391717,1
332500,7391492,5
332500,7391492,1
334343,7392290,2
333268,7395137,13
333268,7395137,1
333235,7395041,2
333235,7395041,1
333093,7395048,1
333093,7395048,1
334603,7392767,3
334603,7392767,1
335394,7392429,4
335394,7392429,1
334367,7395271,1
334367,7395271,1
336948,7391152,1
336948,7391152,1
325005,7393019,9
322460,7392289,5
322460,7392289,1
331615,7392803,2
334282,7392227,2
332390,7395496,3
332390,7395496,1
332756,7395095,2
332756,7395095,1
334532,7392227,3
331445,7393896,1
331445,7393896,1
332827,7383790,1
332827,7383790,1
330365,7386535,1
330365,7386535,1
334855,7392500,3
326932,7386232,5
333156,7388943,2
333156,7388943,1
334452,7391958,1
331637,7389672,1
334895,7391865,6
334895,7391865,1
335364,7392134,4
335364,7392134,1
334490,7392534,1
334490,7392534,1
336038,7390220,5
336038,7390220,1
334800,7392717,3
335136,7391956,3
335136,7391956,1
334582,7392670,3
334582,7392670,1
334856,7392682,2
334856,7392682,1
334663,7392066,8
334663,7392066,1
334169,7391662,7
334169,7391662,1
333990,7390546,8
333397,7391944,1
333397,7391944,1
335514,7392005,7
335514,7392005,1
334826,7392652,2
334826,7392652,1
333195,7394447,1
333195,7394447,1
333559,7394683,1
333559,7394683,1
333910,7391516,2
333910,7391516,1
334329,7392527,3
334329,7392527,1
334229,7391937,2
334229,7391937,1
334957,7391837,4
334957,7391837,1
335437,7392156,6
335437,7392156,1
333398,7390457,4
333045,7389535,3
333045,7389535,1
334543,7392245,1
335200,7392029,2
333608,7393576,1
334338,7393999,1
334338,7393999,1
334468,7393247,2
334468,7393247,1
335443,7393097,3
335443,7393097,1
334810,7391652,2
334810,7391652,1
334858,7383642,1
334858,7383642,1
334665,7392761,5
328540,7389755,1
328540,7389755,1
328491,7392874,1
328491,7392874,1
332252,7395197,10
332033,7392413,5
334654,7392934,3
327983,7389431,4
327983,7389431,1
342472,7397747,1
342472,7397747,1
330524,7393792,6
330524,7393792,1
334666,7392931,4
334484,7392503,1
334484,7392503,1
337612,7386389,2
334400,7391605,2
334400,7391605,1
334652,7392934,2
334652,7392934,1
334585,7392381,4
330502,7393813,1
330502,7393813,1
332509,7390712,1
332509,7390712,1
334768,7392777,2
334768,7392777,1
334743,7392751,3
334028,7392521,2
334028,7392521,1
343557,7400128,1
332460,7395310,4
334624,7392346,2
334624,7392346,1
334469,7392510,3
334469,7392510,1
334508,7391851,4
334508,7391851,1
334512,7391858,1
335819,7391499,5
335819,7391499,1
334356,7391760,2
334356,7391760,1
332776,7387039,9
332776,7387039,1
334158,7393439,4
334158,7393439,1
338498,7388939,1
338498,7388939,1
332688,7391463,2
332688,7391463,1
336716,7389173,1
336716,7389173,1
336625,7390242,1
336625,7390242,1
333576,7393246,2
333576,7393246,1
334581,7393029,1
334581,7393029,1
333553,7395712,1
333553,7395712,1
333719,7393185,1
333719,7393185,1
333294,7394988,4
333294,7394988,1
333211,7394932,3
333211,7394932,1
334227,7392301,1
334227,7392301,1
334145,7393017,2
334145,7393017,1
333074,7395747,3
334509,7392632,1
334509,7392632,1
333868,7392936,2
332504,7395067,1
332504,7395067,1
328607,7397266,4
328607,7397266,1
333936,7392926,4
325148,7381761,1
335578,7396502,1
334503,7394892,1
333952,7395646,1
333952,7395646,1
328248,7384851,6
328248,7384851,1
333840,7393045,1
328113,7389651,10
332217,7391393,3
332217,7391393,1
333414,7393154,2
333414,7393154,1
333666,7393084,2
332766,7394197,2
333174,7394646,2
333174,7394646,1
332627,7394099,1
332627,7394099,1
333090,7394526,3
333090,7394526,1
334009,7392449,4
333327,7391296,1
333327,7391296,1
332652,7386238,72
332871,7391137,1
334168,7392368,7
334168,7392368,1
380777,7397664,1
380777,7397664,1
333266,7395206,7
333266,7395206,1
333114,7395067,2
333114,7395067,1
333745,7393386,5
333745,7393386,1
332218,7391948,3
332218,7391948,1
334173,7391659,4
334173,7391659,1
333732,7393417,1
333732,7393417,1
333370,7395274,2
333370,7395274,1
334047,7393340,4
331393,7392954,16
332385,7391528,1
332385,7391528,1
333974,7391157,1
333974,7391157,1
333729,7393428,4
333729,7393428,1
333864,7393346,3
333864,7393346,1
332468,7391379,1
332468,7391379,1
331724,7392673,8
331724,7392673,1
352148,7392643,1
352148,7392643,1
334043,7393328,5
334043,7393328,1
332094,7394932,1
332094,7394932,1
333547,7393607,1
333547,7393607,1
333533,7393708,1
333533,7393708,1
333054,7394037,1
333054,7394037,1
333563,7394552,25
333563,7394552,1
337383,7394840,1
333581,7393174,2
333581,7393174,1
332686,7385330,2
332686,7385330,1
334418,7399596,1
334418,7399596,1
334107,7399617,1
334107,7399617,1
333855,7393833,2
333414,7390595,1
333414,7390595,1
333265,7394035,1
333265,7394035,1
334145,7393402,1
334145,7393402,1
334144,7393931,7
334144,7393931,1
333827,7393764,3
333827,7393764,1
332317,7393173,2
332317,7393173,1
334267,7391379,1
334267,7391379,1
327160,7392667,7
327160,7392667,1
334305,7392941,1
334305,7392941,1
330194,7393322,3
330194,7393322,1
333930,7393255,3
333930,7393255,1
333649,7392272,2
333649,7392272,1
334352,7390923,1
334352,7390923,1
333973,7392570,1
333973,7392570,1
333497,7392398,3
333497,7392398,1
330287,7394141,1
330287,7394141,1
330319,7394152,2
330319,7394152,1
333888,7393191,6
333888,7393191,1
333790,7393013,3
333790,7393013,1
333575,7393571,4
333575,7393571,1
333936,7393278,1
333936,7393278,1
334491,7393313,1
334491,7393313,1
333523,7392066,1
333523,7392066,1
331855,7397765,2
331855,7397765,1
334006,7393120,2
334006,7393120,1
332044,7392404,4
332044,7392404,1
327805,7391656,39
323890,7390895,1
323890,7390895,1
331955,7394840,1
331955,7394840,1
333823,7393270,3
333106,7395036,9
333106,7395036,1
328237,7389768,2
328237,7389768,1
326399,7392647,21
326399,7392647,1
334152,7392173,3
334152,7392173,1
333768,7391331,4
333768,7391331,1
328428,7397241,51
328428,7397241,1
334282,7392339,3
350356,7404843,1
341710,7402391,1
341710,7402391,1
332190,7392249,1
333027,7389165,5
333228,7390365,5
339124,7395601,15
339124,7395601,1
334289,7392572,4
331794,7388310,1
331794,7388310,1
330043,7393248,1
332978,7393531,19
332978,7393531,1
329974,7397008,2
329974,7397008,1
330307,7392595,2
328501,7393236,1
328501,7393236,1
334170,7392111,2
