Id,Label
1055,100043101
1056,100043102
1057,100043103
1058,100044101
1059,100044102
1060,100044103
1061,100044104
1062,100320101
1063,100335101
1064,100335102
1065,100335103
1066,100335104
1067,100336101
1068,100336102
1069,100336103
1070,100337101
1071,100337102
1072,100337103
1073,100337104
1074,100338101
1075,100338102
1076,100339101
1077,100339102
1078,100340101
1079,100340102
1080,100341101
1081,100341102
1082,100341103
1083,100341104
1084,100342101
1085,100342102
1086,100343101
1087,100343102
1088,100343103
1089,100343104
1090,100343105
1091,100345101
1092,100345102
1093,100347101
1094,100347102
1095,100348101
1096,100348102
1097,100348103
1098,100348104
1099,100348105
1100,100348106
1101,100348107
1102,100349101
1103,100349102
1104,100349103
1105,100358101
1106,100358102
1107,100358103
1108,100358104
1109,100358105
1110,100358106
1111,100358107
1112,100358108
1113,100420101
1114,100420102
1115,100420103
1116,100433101
1117,100433102
1118,100433103
1119,100435101
1120,100435102
1121,100435103
1122,100435104
1123,100436101
1124,100436102
1125,100436103
1126,100436104
1127,100541101
1128,100541102
1129,100541103
1130,100541104
1131,100541105
1132,100541106
1133,100587101
1134,100587102
1135,100591101
1136,100591102
1137,100591103
1138,100591104
1139,100591105
1140,100591106
1141,100593101
1142,100593102
1143,100593103
1144,100595101
1145,100595102
1146,100595103
1147,100595104
1148,100595105
1149,100598101
1150,100598102
1151,100598103
1152,100598104
1153,100598105
1154,100599101
1155,100599102
1156,100599103
1157,100600101
1158,100601101
1159,100601102
1160,100602101
1161,100602102
1162,100602103
1163,100602104
1164,100602105
1165,100603101
1166,100603102
1167,100603103
1168,100603104
1169,100603105
1170,100603106
1171,100603107
1172,100606101
1173,100607101
1174,100609101
1175,100609102
1176,100609103
1177,100609104
1178,100609105
1179,100610101
1180,100611101
1181,100611102
1182,100611103
1183,100611104
1184,100611105
1185,100612101
1186,100612102
1187,100612103
1188,100613101
1189,100613102
1190,100613103
1191,100613104
1192,100614101
1193,100619101
1194,100619102
1195,100619103
1196,100621101
1197,100621102
1198,100621103
1199,100621104
1200,100634101
1201,100634102
1202,100634103
1203,110001101
1204,110001102
1205,110001103
1206,110003101
1207,110005101
1208,110005102
1209,110007101
1210,110007102
1211,110008101
1212,110010101
1213,110010102
1214,110010103
1215,110012101
1216,110013101
1217,110013102
1218,110013103
1219,110013104
1220,110014101
1221,110015101
1222,110015102
1223,110015103
1224,110015104
1225,110016101
1226,110017101
1227,110017102
1228,110017103
1229,110019101
1230,110019102
1231,110019103
1232,110020101
1233,110020102
1234,110021101
1235,110021102
1236,110021103
1237,110024101
1238,110024102
1239,110025101
1240,110025102
1241,110025103
1242,110027101
1243,110028101
1244,110029101
1245,110031101
1246,110031102
1247,110031103
1248,110031104
1249,110034101
1250,110034102
1251,110034103
1252,110034104
1253,110034105
1254,110036101
1255,110036102
1256,110036103
1257,110037101
1258,110037102
1259,110038101
1260,110038102
1261,110038103
1262,110038104
1263,110039101
1264,110040101
1265,110044101
1266,110044102
1267,110044103
1268,110044104
1269,110044105
1270,110044106
1271,110045101
1272,110045102
1273,110045103
1274,110045104
1275,110045105
1276,110047101
1277,110047102
1278,110050101
1279,110050102
1280,110301101
1281,110301102
1282,110303101
1283,110303102
1284,110303103
1285,110303104
1286,110306101
1287,110306102
1288,110308101
1289,110308102
1290,110308103
1291,110308104
1292,110309101
1293,110309102
1294,110311101
1295,110311102
1296,110312101
1297,110313101
1298,110313102
1299,110313103
1300,110313104
1301,110313105
1302,110313106
1303,110314101
1304,110723101
1305,110725101
1306,110725102
1307,110725103
1308,110725104
1309,110726101
1310,110726102
1311,110726103
1312,110726104
1313,110728101
1314,110728102
1315,110902101
1316,110902102
1317,110902103
1318,110902104
1319,110902105
1320,110902106
1321,110903101
1322,110903102
1323,110903103
1324,110903104
1325,110904101
1326,110904102
1327,110912101
1328,110912102
1329,110912103
1330,110914101
1331,110914102
1332,110914103
1333,110914104
1334,110914105
1335,110917101
1336,110917102
1337,110917103
1338,110917104
1339,110917105
1340,110917106
1341,110918101
1342,120004101
1343,120004102
1344,120004103
1345,120005101
1346,120006101
1347,120006102
1348,120008101
1349,120008102
1350,120008103
1351,120008104
1352,120008105
1353,120010101
1354,120010102
1355,120010103
1356,120011101
1357,120011102
1358,120011103
1359,120015101
1360,120015102
1361,120018101
1362,120018102
1363,120021101
1364,120021102
1365,120022101
1366,120024101
1367,120025101
1368,120026101
1369,120026102
1370,120035101
1371,120036101
1372,120036102
1373,120036103
1374,120037101
1375,120037102
1376,120044101
1377,120044102
1378,120044103
1379,120302101
1380,120302102
1381,120302103
1382,120302104
1383,120302105
1384,120302106
1385,120312101
1386,120312102
1387,120312103
1388,120312104
1389,120318101
1390,120318102
1391,120318103
1392,120318104
1393,120318105
1394,120417101
1395,120417102
1396,120417103
1397,120417104
1398,120422101
1399,120422102
1400,120422103
1401,120422104
1402,120425101
1403,120425102
1404,120425103
1405,120659101
1406,120659102
1407,120663101
1408,120663102
1409,120663103
1410,120663104
1411,120666101
1412,120666102
1413,120666103
1414,120666104
1415,120679101
1416,120681101
1417,120681102
1418,120687101
1419,120687102
1420,120687103
1421,120687104
1422,120699101
1423,120699102
1424,120699103
1425,120699104
1426,120699105
1427,120699106
1428,120710101
1429,120710102
1430,120712101
1431,120712102
1432,120720101
1433,120720102
1434,120720103
1435,120726101
1436,120730101
1437,120730102
1438,120730103
1439,120730104
1440,120730105
1441,120732101
1442,120732102
1443,120735101
1444,120737101
1445,120737102
1446,120737103
1447,121407101
1448,121407102
1449,121407103
1450,121408101
1451,121408102
1452,121408103
1453,121408104
1454,121411101
1455,121411102
1456,121413101
1457,121413102
1458,121413103
1459,121413104
1460,121421101
1461,121421102
1462,121421103
1463,121421104
1464,121421105
1465,121421106
1466,121423101
1467,121423102
1468,121465101
1469,121487101
1470,121487102
1471,121487103
1472,121896101
1473,121896102
1474,121897101
1475,121897102
1476,121899101
1477,121899102
1478,121900101
1479,121900102
1480,130004101
1481,130012101
1482,130012102
1483,130012103
1484,130027101
1485,130305101
1486,130305102
1487,130312101
1488,130316101
1489,130316102
1490,130324101
1491,130324102
1492,130342101
1493,130342102
1494,130342103
1495,130342104
1496,130343101
1497,130344101
1498,130346101
1499,130346102
1500,130346103
1501,130346104
1502,130351101
1503,130354101
1504,130354102
1505,130354103
1506,130374101
1507,130386101
1508,130386102
1509,130386103
1510,130392101
1511,130392102
1512,130404101
1513,130404102
1514,130416101
1515,130418101
1516,130418102
1517,130420101
1518,130420102
1519,130422101
1520,130422102
1521,130422103
1522,130422104
1523,130422105
1524,130422106
1525,130428101
1526,130428102
1527,130428103
1528,130430101
1529,130434101
1530,130434102
1531,130434103
1532,130434104
1533,130440101
1534,130440102
1535,130440103
1536,130441101
1537,130441102
1538,130441103
1539,130444101
1540,130448101
1541,130448102
1542,130454101
1543,130454102
1544,130454103
1545,130463101
1546,130463102
1547,130463103
1548,130463104
1549,130484101
1550,130488101
1551,130490101
1552,130490102
1553,130490103
1554,130492101
1555,130492102
1556,130492103
1557,130511101
1558,130559101
1559,130559102
1560,130575101
1561,130575102
1562,130583101
1563,130589101
1564,130591101
1565,130591102
1566,130597101
1567,130597102
1568,130597103
1569,130607101
1570,130609101
1571,130611101
1572,130612101
1573,130613101
1574,130613102
1575,130613103
1576,130615101
1577,130615102
1578,130617101
1579,130618101
1580,130618102
1581,130619101
1582,140001101
1583,140001102
1584,140004101
1585,140004102
1586,140006101
1587,140012101
1588,140016101
1589,140016102
1590,140016103
1591,140016104
1592,140018101
1593,140018102
1594,140018103
1595,140018104
1596,140027101
1597,140027102
1598,140027103
1599,140027104
1600,140027105
1601,140037101
1602,140037102
1603,140039101
1604,140042101
1605,140045101
1606,140046101
1607,140049101
1608,140301101
1609,140301102
1610,140301103
1611,140302101
1612,140302102
1613,140302103
1614,140302104
1615,140305101
1616,140305102
1617,140305103
1618,140305104
1619,140307101
1620,140307102
1621,140307103
1622,140307104
1623,140309101
1624,140309102
1625,140311101
1626,140312101
1627,140312102
1628,140312103
1629,140312104
1630,140313101
1631,140313102
1632,140316101
1633,140322101
1634,140322102
1635,140322103
1636,140378101
1637,140378102
1638,140378103
1639,140378104
1640,140379101
1641,140379102
1642,140379103
1643,140382101
1644,140382102
1645,140382103
1646,140386101
1647,140386102
1648,140388101
1649,140388102
1650,140388103
1651,140406101
1652,140406102
1653,140406103
1654,140406104
1655,140409101
1656,140412101
1657,140412102
1658,140412103
1659,140412104
1660,140415101
1661,140429101
1662,140429102
1663,140429103
1664,140429104
1665,140437101
1666,140464101
1667,140464102
1668,140464103
1669,140491101
1670,140491102
1671,140491103
1672,140491104
1673,140492101
1674,140492102
1675,140492103
1676,140492104
1677,140494101
1678,140494102
1679,140494103
1680,140495101
1681,140495102
1682,140516101
1683,140516102
1684,140516103
1685,140670101
1686,140670102
1687,140670103
1688,140670104
1689,140675101
1690,140675102
1691,140677101
1692,140693101
1693,140693102
1694,140700101
1695,140700102
1696,140702101
1697,140706101
1698,140706102
1699,140706103
1700,140725101
1701,140767101
1702,140767102
1703,140767103
1704,140775101
1705,140775102
1706,140775103
1707,150001101
1708,150001102
1709,150001103
1710,150003101
1711,150004101
1712,150005101
1713,150006101
1714,150006102
1715,150009101
1716,150009102
1717,150014101
1718,150014102
1719,150014103
1720,150014104
1721,150015101
1722,150016101
1723,150016102
1724,150018101
1725,150019101
1726,150019102
1727,150019103
1728,150020101
1729,150021101
1730,150023101
1731,150023102
1732,150026101
1733,150026102
1734,150026103
1735,150027101
1736,150032101
1737,150032102
1738,150032103
1739,150032104
1740,150034101
1741,150034102
1742,150035101
1743,150035102
1744,150035103
1745,150035104
1746,150037101
1747,150037102
1748,150039101
1749,150039102
1750,150039103
1751,150045101
1752,150045102
1753,150045103
1754,150045104
1755,150045105
1756,150048101
1757,150048102
1758,150049101
1759,150049102
1760,150050101
1761,150050102
1762,150050103
1763,150050104
1764,150306101
1765,150309101
1766,150312101
1767,150312102
1768,150317101
1769,150317102
1770,150325101
1771,150325102
1772,150325103
1773,150581101
1774,150582101
1775,150582102
1776,150582103
1777,150583101
1778,150587101
1779,150587102
1780,150587103
1781,150587104
1782,150589101
1783,150594101
1784,150641101
1785,150685101
1786,151105101
1787,151105201
1788,151105301
1789,151106101
1790,151106102
1791,151106103
1792,151106104
1793,151107101
1794,151107102
1795,151107103
1796,151269101
1797,151269102
1798,151289101
1799,151292101
1800,151292102
1801,151295101
1802,151295102
1803,151309101
1804,151309102
1805,151309103
1806,151309104
1807,151311101
1808,151311102
1809,151314101
1810,151314102
1811,151314103
1812,151314104
1813,151324101
1814,151348101
1815,151348102
1816,151348103
1817,151348104
1818,151351101
1819,151351102
1820,151351103
1821,160001101
1822,160001102
1823,160001103
1824,160002101
1825,160002102
1826,160002103
1827,160004101
1828,160008101
1829,160008102
1830,160009101
1831,160009102
1832,160009103
1833,160011101
1834,160013101
1835,160013102
1836,160013103
1837,160013104
1838,160019101
1839,160020101
1840,160020102
1841,160027101
1842,160027102
1843,160027103
1844,160037101
1845,160038101
1846,160038102
1847,160041101
1848,160041102
1849,160041103
1850,160041104
1851,160043101
1852,160043102
1853,160043103
1854,160043104
1855,160050101
1856,160050102
1857,160050103
1858,160303101
1859,160303102
1860,160308101
1861,160319101
1862,160349101
1863,160378101
1864,160409101
1865,160409102
1866,160409103
1867,160538101
1868,160538102
1869,160539101
1870,160539102
1871,160550101
1872,160550102
1873,160550103
1874,160553101
1875,160553102
1876,160553103
1877,160555101
1878,160555102
1879,160575101
1880,160575102
1881,160575103
1882,160575104
1883,160579101
1884,160579102
1885,160579103
1886,160579104
1887,160594101
1888,160606101
1889,160606102
1890,160606103
1891,160606104
1892,160621101
1893,160621102
1894,160626101
1895,160626102
1896,160626103
1897,160627101
1898,160627102
1899,160627103
1900,160627104
1901,160631101
1902,160659101
1903,160671101
1904,160688101
1905,160688102
1906,160688103
1907,160692101
1908,160692102
1909,160692103
1910,160768101
1911,160768102
1912,160780101
1913,160780102
1914,160780103
1915,161201101
1916,161201102
1917,161206101
1918,161206102
1919,161208101
1920,161208102
1921,161217101
1922,161217102
1923,161217103
1924,161217104
1925,161222101
1926,161222102
1927,161227101
1928,161227102
1929,161227103
1930,161231101
1931,161231102
1932,161231103
1933,161231104
1934,161231105
1935,161295101
1936,161295102
1937,161301101
1938,161301102
1939,161301103
1940,161304101
1941,161304102
1942,170001101
1943,170001102
1944,170001103
1945,170004101
1946,170004102
1947,170006101
1948,170006102
1949,170006103
1950,170013101
1951,170013102
1952,170017101
1953,170020101
1954,170020102
1955,170020103
1956,170020104
1957,170020105
1958,170020106
1959,170023101
1960,170023102
1961,170023103
1962,170026101
1963,170026102
1964,170026103
1965,170028101
1966,170028102
1967,170028103
1968,170029101
1969,170031101
1970,170031102
1971,170031103
1972,170031104
1973,170039101
1974,170039102
1975,170039103
1976,170040101
1977,170040102
1978,170043101
1979,170043102
1980,170043103
1981,170044101
1982,170044102
1983,170044103
1984,170044104
1985,170044105
1986,170045101
1987,170045102
1988,170048101
1989,170048102
1990,170055101
1991,170055102
1992,170055103
1993,170062101
1994,170065101
1995,170068101
1996,170068102
1997,170070101
1998,170074101
1999,170074102
2000,170075101
2001,170075102
2002,170078101
2003,170079101
2004,170079102
2005,170081101
2006,170082101
2007,170082102
2008,170082103
2009,170083101
2010,170084101
2011,170084102
2012,170084103
2013,170087101
2014,170088101
2015,170088102
2016,170088103
2017,170088104
2018,170088105
2019,170088106
2020,170089101
2021,170092101
2022,170092102
2023,170094101
2024,170094102
2025,170094103
2026,170094104
2027,170303101
2028,170303102
2029,170303103
2030,170303104
2031,170305101
2032,170309101
2033,170310101
2034,170313101
2035,170313102
2036,170313103
2037,170314101
2038,170314102
2039,170314103
2040,170314104
2041,170315101
2042,170315102
2043,170316101
2044,170316102
2045,170317101
2046,170317102
2047,170317103
2048,170317201
2049,170317202
2050,170318101
2051,170318102
2052,170320101
2053,170320102
2054,170323101
2055,170323102
2056,170323103
2057,170323104
2058,170325101
2059,170330101
2060,170330102
2061,170331101
2062,170331102
2063,170331103
2064,170331104
2065,170335101
2066,170335102
2067,170335103
2068,170335104
2069,170336101
2070,170336102
2071,170336103
2072,170336104
2073,170336105
2074,170338101
2075,170338102
2076,170346101
2077,170346102
2078,170346103
2079,170346104
2080,170347101
2081,170347102
2082,170347103
2083,170348101
2084,170348102
2085,170348103
2086,170348104
2087,170348105
2088,170348106
2089,170350101
2090,170350102
2091,170352101
2092,170352102
2093,170354101
2094,170354102
2095,170354103
2096,170357101
2097,170357102
2098,170362101
2099,170362102
2100,170362103
2101,170362104
2102,170362105
2103,170362106
2104,170365101
2105,170368101
2106,170370101
2107,170370102
2108,170370103
2109,170374101
2110,170374102
2111,170374103
2112,170374104
2113,170374105
2114,170374106
2115,170378101
2116,170378102
2117,170381101
2118,170381102
2119,170383101
2120,170383102
2121,170383103
2122,170395101
2123,170395102
2124,170403101
2125,170403102
2126,170403103
2127,170427101
2128,170427102
2129,170427103
2130,170427104
2131,170442101
2132,170442102
2133,170442103
2134,170442104
2135,170442105
2136,170444101
2137,170444102
2138,170444103
2139,170444104
